sample,fasta
Fusarium_oxysporum_GCA_014857085.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/857/085/GCA_014857085.1_ASM1485708v1/GCA_014857085.1_ASM1485708v1_genomic.fna.gz
